species,assay_id,document_id,document_doi,document_title,base_connectivity_key,fluorinated_connectivity_key,base_smiles,fluorinated_smiles,transformation,n_f_added,fluorinated_center_atom_index,formula_delta_ok,formula_delta_atomic_numbers,base_log10_clint,fluorinated_log10_clint,delta_log10_clint_f_minus_base,improved_after_fluorination,base_record_count,fluorinated_record_count,base_replicate_range_log10,fluorinated_replicate_range_log10,pair_max_replicate_range_log10,base_source_standard_types,fluorinated_source_standard_types,base_source_standard_units,fluorinated_source_standard_units,base_source_scaled_units,fluorinated_source_scaled_units,source_endpoint_type_match,source_unit_match,base_has_non_equality_record_in_assay,fluorinated_has_non_equality_record_in_assay,has_traceable_publication,overlap_any_previous_dataset,primary_quality_eligible,selected_primary_observation,manual_review_status,manual_review_note
RLM,858343,65886,10.1016/j.bmcl.2012.08.100,Discovery and characterization of AZD9272 and AZD6538-Two novel mGluR5 negative allosteric modulators selected for clinical development.,GELAFISMURFRCA,RBSPCALDSNXWEP,N#Cc1cc(F)cc(-c2nc(-c3ccccn3)no2)c1,N#Cc1cc(F)cc(-c2nc(-c3ccc(F)cn3)no2)c1,Ar-H_to_Ar-F,1,14,1,"{""1"": -1, ""9"": 1}",1.717670503002262,1.255272505103306,-0.4623979978989561,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,1921431,113971,10.1021/acs.jmedchem.8b01679,Design and Synthesis of a Novel and Selective Kappa Opioid Receptor (KOR) Antagonist (BTRX-335140).,GEUGRQYYFPZRCQ,NWDCTXUFRKENTN,CCc1ccc2nc(N3CCC(N[C@@H]4CCCOC4)CC3)c(-c3nc(C)no3)cc2c1,CCc1cc(F)c2nc(N3CCC(N[C@@H]4CCCOC4)CC3)c(-c3nc(C)no3)cc2c1,Ar-H_to_Ar-F,1,4,1,"{""1"": -1, ""9"": 1}",1.7101173651118162,1.3560258571931227,-0.3540915079186935,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,755974,58195,10.1021/jm200385u,"Synthesis of a novel series of tricyclic dihydrofuran derivatives: discovery of 8,9-dihydrofuro[3,2-c]pyrazolo[1,5-a]pyridines as melatonin receptor (MT1/MT2) ligands.",GIJVMVBEOMPBKW,KMROLSWGHJXKLU,CCC(=O)NCCc1c(C)nn2ccc3c(c12)CCO3,CCC(=O)NCCc1c(C(F)(F)F)nn2ccc3c(c12)CCO3,CH3_to_CF3,3,9,1,"{""1"": -3, ""9"": 3}",1.8573324964312685,2.255272505103306,0.3979400086720375,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,2223385,123813,10.1021/acs.jmedchem.2c00313,SAGE-718: A First-in-Class <i>N</i>-Methyl-d-Aspartate Receptor Positive Allosteric Modulator for the Potential Treatment of Cognitive Impairment.,GLXBRGHIMATFKV,BVBRUQYHUXKZMQ,C[C@H](CCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@H](CC[C@](C)(O)C(F)(F)F)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,CH3_to_CF3,3,7,1,"{""1"": -3, ""9"": 3}",1.7993405494535817,1.2966651902615312,-0.5026753591920505,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,467092,38671,10.1021/jm701487t,Benzodioxoles: novel cannabinoid-1 receptor inverse agonists for the treatment of obesity.,GNUDAIROHJOQGV,VUCKSZWMRCSPME,O=C(c1ccc2c(c1)OC(c1ccc(F)cc1)(c1ccc(Cl)cc1Cl)O2)N1CCOCC1,O=C(c1cc2c(cc1F)OC(c1ccc(F)cc1)(c1ccc(Cl)cc1Cl)O2)N1CCOCC1,Ar-H_to_Ar-F,1,7,1,"{""1"": -1, ""9"": 1}",0.8573324964312685,1.5976951859255124,0.7403626894942439,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,2118299,120738,10.1021/acs.jmedchem.1c00847,GDC-9545 (Giredestrant): A Potent and Orally Bioavailable Selective Estrogen Receptor Antagonist and Degrader with an Exceptional Preclinical Profile for ER+ Breast Cancer.,GQCXHIKRWBIQMD,CQQRFPSWPGCKCH,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,C[C@@H]1Cc2c([nH]c3cccc(F)c23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,Ar-H_to_Ar-F,1,10,1,"{""1"": -1, ""9"": 1}",1.2787536009528289,1.2787536009528289,0.0,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,2118299,120738,10.1021/acs.jmedchem.1c00847,GDC-9545 (Giredestrant): A Potent and Orally Bioavailable Selective Estrogen Receptor Antagonist and Degrader with an Exceptional Preclinical Profile for ER+ Breast Cancer.,GQCXHIKRWBIQMD,DGCYBRDAKZFTDA,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,C[C@@H]1Cc2c([nH]c3c(F)cccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,Ar-H_to_Ar-F,1,7,1,"{""1"": -1, ""9"": 1}",1.2787536009528289,1.2041199826559248,-0.07463361829690407,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,2118299,120738,10.1021/acs.jmedchem.1c00847,GDC-9545 (Giredestrant): A Potent and Orally Bioavailable Selective Estrogen Receptor Antagonist and Degrader with an Exceptional Preclinical Profile for ER+ Breast Cancer.,GQCXHIKRWBIQMD,IHPLYTHECYNRBF,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,C[C@@H]1Cc2c([nH]c3ccc(F)cc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,Ar-H_to_Ar-F,1,9,1,"{""1"": -1, ""9"": 1}",1.2787536009528289,1.146128035678238,-0.1326255652745909,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,2118299,120738,10.1021/acs.jmedchem.1c00847,GDC-9545 (Giredestrant): A Potent and Orally Bioavailable Selective Estrogen Receptor Antagonist and Degrader with an Exceptional Preclinical Profile for ER+ Breast Cancer.,GQCXHIKRWBIQMD,NESQDZKUKHWOLS,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,C[C@@H]1Cc2c([nH]c3cc(F)ccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,Ar-H_to_Ar-F,1,8,1,"{""1"": -1, ""9"": 1}",1.2787536009528289,1.1760912590556813,-0.10266234189714751,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,834894,63001,10.1016/j.bmcl.2012.06.087,Orally available pyridinylpyrimidine derivatives as novel RANKL-induced osteoclastogenesis inhibitors.,GZIPJTDUDKQMMA,WZTXCIJAMBUMOO,COc1cnc(-c2ccccn2)nc1NCc1ccccc1C(F)(F)F,COc1cnc(-c2ccccn2)nc1NCc1ccc(F)cc1C(F)(F)F,Ar-H_to_Ar-F,1,19,1,"{""1"": -1, ""9"": 1}",2.7442929831226763,2.285557309007774,-0.45873567411490246,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,834894,63001,10.1016/j.bmcl.2012.06.087,Orally available pyridinylpyrimidine derivatives as novel RANKL-induced osteoclastogenesis inhibitors.,HDTFWSMQGOILNL,NSROMLZGKSTOEF,COc1cnc(-c2ccccn2)nc1N1CCCC1,COc1cnc(-c2ccccn2)nc1N1CCC(F)(F)C1,CH2_to_CF2,2,17,1,"{""1"": -2, ""9"": 2}",2.9943171526696366,2.59659709562646,-0.3977200570431765,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,657973,52714,10.1021/jm100482n,"Design and synthesis of novel tricyclic benzoxazines as potent 5-HT(1A/B/D) receptor antagonists leading to the discovery of 6-{2-[4-(2-methyl-5-quinolinyl)-1-piperazinyl]ethyl}-4H-imidazo[5,1-c][1,4]benzoxazine-3-carboxamide (GSK588045).",HEHHNIMMUJHLIO,SKGSBVPKDPLIEF,Cc1cn2c(n1)COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4nc(C(F)(F)F)cn4-5)CC3)cccc2n1,CH3_to_CF3,3,23,1,"{""1"": -3, ""9"": 3}",0.8680563618230415,0.03342375548694973,-0.8346326063360917,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,959442,73675,10.1021/jm4000038,"Discovery of novel, induced-pocket binding oxazolidinones as potent, selective, and orally bioavailable tankyrase inhibitors.",HJUQWFCFPAEZGB,NKPDQKILCAOJCZ,CC1(C)OC(=O)N([C@H]2CC[C@H](NC(=O)c3ccnc4cccnc34)CC2)[C@H]1c1ccccc1,CC1(C)OC(=O)N([C@H]2CC[C@H](NC(=O)c3ccnc4cc(F)cnc34)CC2)[C@H]1c1ccccc1,Ar-H_to_Ar-F,1,20,1,"{""1"": -1, ""9"": 1}",2.0813473078041325,2.1947917577219247,0.11344444991779223,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,686318,53996,10.1016/j.bmcl.2010.09.064,"Design, synthesis and SAR of a novel series of benzimidazoles as potent NPY Y5 antagonists.",HLMMAUXFZLRZEP,YRFZDCNXFCWVLF,O=C1O[C@]2(CC[C@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)CN1c1ccccn1,O=C1O[C@]2(CC[C@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)CN1c1cccc(F)n1,Ar-H_to_Ar-F,1,29,1,"{""1"": -1, ""9"": 1}",-0.045757490560675115,-0.045757490560675115,0.0,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,1825666,110861,10.1021/acs.jmedchem.9b01721,"Discovery of Highly Potent, Selective, and Orally Efficacious p300/CBP Histone Acetyltransferases Inhibitors.",IBPGRSASCGUKNK,QXMPWAOORBXKOQ,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N2Cc3ccccc3CC[C@H]2C(F)(F)F)C1=O,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N2Cc3ccc(F)cc3CC[C@H]2C(F)(F)F)C1=O,Ar-H_to_Ar-F,1,26,1,"{""1"": -1, ""9"": 1}",2.3823773034681137,2.230244499401375,-0.1521328040667389,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,1924663,114119,10.1016/j.bmcl.2016.07.030,"Design, synthesis and optimization of novel Alk5 (activin-like kinase 5) inhibitors.",ICADYKQQHFVDME,ILRGLUAABODDJU,Fc1ccccc1-c1cc(Nc2ccncc2)c2cc[nH]c2n1,Fc1ccc(-c2cc(Nc3ccncc3)c3cc[nH]c3n2)c(F)c1,Ar-H_to_Ar-F,1,1,1,"{""1"": -1, ""9"": 1}",2.807535028068853,1.6127838567197355,-1.1947511713491177,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,834894,63001,10.1016/j.bmcl.2012.06.087,Orally available pyridinylpyrimidine derivatives as novel RANKL-induced osteoclastogenesis inhibitors.,IGMPLBBDJQRYQV,GZIPJTDUDKQMMA,COc1cnc(-c2ccccn2)nc1NCc1ccccc1C,COc1cnc(-c2ccccn2)nc1NCc1ccccc1C(F)(F)F,CH3_to_CF3,3,22,1,"{""1"": -3, ""9"": 3}",2.8981764834976764,2.7442929831226763,-0.1538835003750001,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,2150274,121646,10.1021/acs.jmedchem.1c00831,Second-Generation Dual FXR/sEH Modulators with Optimized Pharmacokinetics.,IMPXBWVTYSVBEU,MAGPHUPKUHIHGM,CC(C)(C)c1ccc(C(=O)NCc2ccc(NS(C)(=O)=O)cc2Cl)cc1,CC(C)(C)c1ccc(C(=O)NCc2ccc(NS(=O)(=O)C(F)(F)F)cc2Cl)cc1,CH3_to_CF3,3,20,1,"{""1"": -3, ""9"": 3}",1.5774917998372253,1.4857214264815801,-0.0917703733556452,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,762253,58563,10.1016/j.bmcl.2011.06.023,"Identification of MK-5710 ((8aS)-8a-methyl-1,3-dioxo-2-[(1S,2R)-2-phenylcyclo- propyl]-N-(1-phenyl-1H-pyrazol-5-yl)hexahydro-imidazo[1,5-a]pyrazine-7(1H)-carboxamide), a potent smoothened antagonist for use in Hedgehog pathway dependent malignancies, part 2.",JBGMTTZYMPCMDO,BPMYUMVMMXCEIA,O=C(Nc1ccnn1-c1ccccc1)N1CCn2c(c(O)n([C@H]3C[C@@H]3c3ccccc3)c2=O)C1,O=C(Nc1ccnn1-c1cccc(F)c1)N1CCn2c(c(O)n([C@H]3C[C@@H]3c3ccccc3)c2=O)C1,Ar-H_to_Ar-F,1,12,1,"{""1"": -1, ""9"": 1}",4.945468585131819,5.158362492095249,0.2128939069634299,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,630267,51249,10.1016/j.bmcl.2010.03.095,"Novel hexahydropyrrolo[3,4-c]pyrrole CCR5 antagonists.",JDJKNPKGUPLZOR,JDAMZZFWGUKIOM,Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CC[C@H](NC(=O)CC3CC(F)(F)C3)c3ccccc3)C[C@H]2C1,Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CC[C@H](NC(=O)CC3CC(F)(F)C3)c3cccc(F)c3)C[C@H]2C1,Ar-H_to_Ar-F,1,32,1,"{""1"": -1, ""9"": 1}",2.040602340114073,1.717670503002262,-0.32293183711181106,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,1824449,110829,10.1021/acs.jmedchem.9b01206,Rational Design and Optimization of a Novel Class of Macrocyclic Apoptosis Signal-Regulating Kinase 1 Inhibitors.,JHLDGTLZDAJJHT,XWSVTTAELHOERS,C[C@@H]1CCOc2ccccc2C(=O)Nc2cccc(n2)-c2nncn2C1,C[C@@H]1CCOc2cc(F)ccc2C(=O)Nc2cccc(n2)-c2nncn2C1,Ar-H_to_Ar-F,1,7,1,"{""1"": -1, ""9"": 1}",1.8692317197309762,1.954242509439325,0.08501078970834874,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,1824449,110829,10.1021/acs.jmedchem.9b01206,Rational Design and Optimization of a Novel Class of Macrocyclic Apoptosis Signal-Regulating Kinase 1 Inhibitors.,JIGAPEBDOSQETE,WZAVJOVXKFCADI,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccccc21,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(F)cc21,Ar-H_to_Ar-F,1,22,1,"{""1"": -1, ""9"": 1}",2.113943352306837,1.8750612633917,-0.23888208891513685,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,1824449,110829,10.1021/acs.jmedchem.9b01206,Rational Design and Optimization of a Novel Class of Macrocyclic Apoptosis Signal-Regulating Kinase 1 Inhibitors.,JIGAPEBDOSQETE,ZWGAMHPQDKNAGC,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccccc21,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2cc(F)ccc21,Ar-H_to_Ar-F,1,21,1,"{""1"": -1, ""9"": 1}",2.113943352306837,1.8195439355418688,-0.29439941676496817,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,959442,73675,10.1021/jm4000038,"Discovery of novel, induced-pocket binding oxazolidinones as potent, selective, and orally bioavailable tankyrase inhibitors.",JLUWGYRKHZWQDW,GTRSBOPVOQICBF,CC1(C)OC(=O)N([C@H]2CC[C@H](n3c(=O)[nH]c4cc(C#N)ccc43)CC2)[C@H]1c1ccccc1,CC1(C)OC(=O)N([C@H]2CC[C@H](n3c(=O)[nH]c4c(F)c(C#N)ccc43)CC2)[C@H]1c1ccccc1,Ar-H_to_Ar-F,1,16,1,"{""1"": -1, ""9"": 1}",1.5976951859255124,1.9084850188786497,0.31078983295313733,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,959442,73675,10.1021/jm4000038,"Discovery of novel, induced-pocket binding oxazolidinones as potent, selective, and orally bioavailable tankyrase inhibitors.",JLUWGYRKHZWQDW,KOIGSPGBVAOKRC,CC1(C)OC(=O)N([C@H]2CC[C@H](n3c(=O)[nH]c4cc(C#N)ccc43)CC2)[C@H]1c1ccccc1,CC1(C)OC(=O)N([C@H]2CC[C@H](n3c(=O)[nH]c4cc(C#N)c(F)cc43)CC2)[C@H]1c1ccccc1,Ar-H_to_Ar-F,1,20,1,"{""1"": -1, ""9"": 1}",1.5976951859255124,1.534026106056135,-0.06366907986937731,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,766744,58850,10.1016/j.bmcl.2011.07.031,"Identification of a series of 4-[3-(quinolin-2-yl)-1,2,4-oxadiazol-5-yl]piperazinyl ureas as potent smoothened antagonist hedgehog pathway inhibitors.",JYXOBNUYKRNJJO,PEMTWAKHOMWYRY,O=C(NC1CCCCC1)N1CCN(c2nc(-c3ccc4ccccc4n3)no2)CC1,O=C(NC1CCC(F)(F)CC1)N1CCN(c2nc(-c3ccc4ccccc4n3)no2)CC1,CH2_to_CF2,2,6,1,"{""1"": -2, ""9"": 2}",2.5317343092765503,2.040602340114073,-0.49113196916247714,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,972739,74310,10.1021/ml400197u,"Structure and Property Based Design of Pyrazolo[1,5-a]pyrimidine Inhibitors of CK2 Kinase with Activity in Vivo.",JZGZHEWXWLRKHN,KZBVYCAEPIFCJY,CC(=O)Nc1cc(Nc2cc(NC3COC3)n3ncc(C#N)c3n2)ccc1C,CC(=O)Nc1cc(Nc2cc(NC3COC3)n3ncc(C#N)c3n2)c(F)cc1C,Ar-H_to_Ar-F,1,24,1,"{""1"": -1, ""9"": 1}",1.4857214264815801,1.0334237554869496,-0.4522976709946305,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,1908814,113502,10.1021/acsmedchemlett.9b00452,New Potent DOT1L Inhibitors for <i>in Vivo</i> Evaluation in Mouse.,JZZKDASEJHKEGM,LHFUEOZQAMVTLR,CS(=O)(=O)c1ccc(N[C@@H](c2cccc(Cl)c2)c2ccccn2)c(Nc2ncccn2)c1,CS(=O)(=O)c1ccc(N[C@H](c2ccccn2)c2cccc(Cl)c2F)c(Nc2ncccn2)c1,Ar-H_to_Ar-F,1,22,1,"{""1"": -1, ""9"": 1}",2.9979976364080043,1.954242509439325,-1.0437551269686793,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,686318,53996,10.1016/j.bmcl.2010.09.064,"Design, synthesis and SAR of a novel series of benzimidazoles as potent NPY Y5 antagonists.",KCXFGPNQDBKDQK,KIWCYIQJEGJEPP,O=C1OC2(CCN(c3nc4ccccc4[nH]3)CC2)CN1c1ccccc1,O=C1OC2(CCN(c3nc4cc(F)ccc4[nH]3)CC2)CN1c1ccccc1,Ar-H_to_Ar-F,1,11,1,"{""1"": -1, ""9"": 1}",0.25527250510330607,-0.045757490560675115,-0.3010299956639812,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,1924597,114115,10.1021/acsmedchemlett.6b00140,Novel Series of Potent Glucokinase Activators Leading to the Discovery of AM-2394.,KCXPSRRPQGRSSN,QUSPGQBMMOFJNY,CNC(=O)Nc1cc(Oc2ccccc2F)ccn1,CNC(=O)Nc1cc(Oc2c(F)cccc2F)ccn1,Ar-H_to_Ar-F,1,10,1,"{""1"": -1, ""9"": 1}",2.2805783703680764,2.480581786829169,0.20000341646109243,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,686318,53996,10.1016/j.bmcl.2010.09.064,"Design, synthesis and SAR of a novel series of benzimidazoles as potent NPY Y5 antagonists.",KDNNOONPIUSODK,FFHHVAVTPWLQJT,O=C1O[C@]2(CC[C@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)CN1c1ccccc1,O=C1O[C@]2(CC[C@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)CN1c1ccccc1F,Ar-H_to_Ar-F,1,30,1,"{""1"": -1, ""9"": 1}",-0.045757490560675115,-0.045757490560675115,0.0,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,686318,53996,10.1016/j.bmcl.2010.09.064,"Design, synthesis and SAR of a novel series of benzimidazoles as potent NPY Y5 antagonists.",KDNNOONPIUSODK,LZYDRCATBMQDRA,O=C1O[C@]2(CC[C@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)CN1c1ccccc1,O=C1O[C@]2(CC[C@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)CN1c1ccc(F)cc1,Ar-H_to_Ar-F,1,28,1,"{""1"": -1, ""9"": 1}",-0.045757490560675115,-0.045757490560675115,0.0,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
RLM,1932815,114532,10.1021/acs.jmedchem.6b00610,Discovery and Optimization of Quinazolinone-pyrrolopyrrolones as Potent and Orally Bioavailable Pan-Pim Kinase Inhibitors.,KIPSRZQNNGSYJE,YIZTXYBSHMFWTH,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)C,Cc1nc2ccc(F)c(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)C,Ar-H_to_Ar-F,1,6,1,"{""1"": -1, ""9"": 1}",2.189770956346874,2.5317343092765503,0.3419633529296764,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
