Internal ID,Vendor ID,SMILES,CollectionName,LOG HLM_CLint (mL/min/kg),LOG MDR1-MDCK ER (B-A/A-B),LOG SOLUBILITY PH 6.8 (ug/mL),LOG PLASMA PROTEIN BINDING (HUMAN) (% unbound),LOG PLASMA PROTEIN BINDING (RAT) (% unbound),LOG RLM_CLint (mL/min/kg),valid_structure,canonical_smiles,murcko_scaffold,is_fluorinated,fluorine_subgroup,fluoro_F_count,fluoro_has_fluorine,fluoro_F_fraction_heavy,fluoro_fluorinated_carbon_count,fluoro_max_F_per_carbon,fluoro_single_F_carbon_count,fluoro_CF2_carbon_count,fluoro_CF3_carbon_count,fluoro_CHF_carbon_count,fluoro_CH2F_carbon_count,fluoro_trifluoromethyl_count,fluoro_aryl_F_count,fluoro_alkyl_F_count,fluoro_vinyl_F_count,fluoro_ring_bound_F_count,fluoro_fluorinated_aromatic_ring_count,fluoro_aryl_CF3_count,fluoro_alpha_hetero_F_count,fluoro_beta_hetero_F_count,fluoro_F_within_2_bonds_hetero_count,fluoro_F_within_3_bonds_hetero_count,fluoro_F_to_hetero_min_distance,fluoro_F_to_hetero_mean_min_distance,fluoro_ortho_hetero_aromatic_F_count,fluoro_meta_hetero_aromatic_F_count,fluoro_para_hetero_aromatic_F_count,fluoro_F_atom_gasteiger_charge_mean,fluoro_F_atom_gasteiger_charge_min,fluoro_F_atom_gasteiger_charge_max,fluoro_CF_carbon_gasteiger_charge_mean,fluoro_CF_carbon_degree_mean,fluoro_CF_carbon_total_h_mean,fluoro_CF_bond_length_mean_A,fluoro_CF_bond_length_min_A,fluoro_CF_bond_length_max_A,fluoro_F_substituent_entropy,official_hlm_split,hash_hlm_split,scaffold_fold,hlm_left_censored,rlm_left_censored,paired_endpoint_available,log_clint_human_minus_rat,hlm_low_clearance
Mol2974,38463474,NCCc1cnn(Cc2ccccc2)c1,emolecules,0.675686709,,,,,1.027920136,True,NCCc1cnn(Cc2ccccc2)c1,c1ccc(Cn2cccn2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,4,1,1,1,-0.35223342700000004,1.0
Mol2975,49970064,CCCn1cc(CNc2ncccn2)cn1,emolecules,0.675686709,,,,,1.752086879,True,CCCn1cc(CNc2ncccn2)cn1,c1cnc(NCc2cn[nH]c2)nc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,3,1,0,1,-1.0764001699999999,1.0
Mol2976,49055882,CSC1(CNc2cncc(Cl)n2)CCOCC1,emolecules,1.006893708,,,,,2.722796752,True,CSC1(CNc2cncc(Cl)n2)CCOCC1,c1cnc(NCC2CCOCC2)cn1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,0,0,1,-1.7159030439999998,1.0
Mol2977,53789113,O=C(NCCN1CCc2ccccc2C1=O)c1ccncc1,emolecules,1.13232374,,,,,2.380509717,True,O=C(NCCN1CCc2ccccc2C1=O)c1ccncc1,O=C(NCCN1CCc2ccccc2C1=O)c1ccncc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,0,0,1,-1.248185977,1.0
Mol2978,68879135,O=C(N[C@H](CO)CC1CCCCC1)c1cccc(-c2cnccn2)c1,emolecules,2.296781425,,,,,3.629710646,True,O=C(N[C@H](CO)CC1CCCCC1)c1cccc(-c2cnccn2)c1,O=C(NCCC1CCCCC1)c1cccc(-c2cnccn2)c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,4,0,0,1,-1.332929221,0.0
Mol2979,42919452,CC(=O)N1CCCN(Cc2ccc(C(=O)N3CCCC3)cc2)c2ccccc21,emolecules,2.35636436,,,,,2.514669922,True,CC(=O)N1CCCN(Cc2ccc(C(=O)N3CCCC3)cc2)c2ccccc21,O=C(c1ccc(CN2CCCNc3ccccc32)cc1)N1CCCC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,0,0,0,1,-0.1583055619999998,0.0
Mol2980,49129592,Nc1nc(N2CCN(CC3CCCC3)C(=O)C2)cc(-n2cccn2)n1,emolecules,1.673665876,,,,,3.062005174,True,Nc1nc(N2CCN(CC3CCCC3)C(=O)C2)cc(-n2cccn2)n1,O=C1CN(c2cc(-n3cccn3)ncn2)CCN1CC1CCCC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,train,2,0,0,1,-1.3883392979999998,0.0
Mol2981,45683659,Cc1nc(-c2ccncc2)cc(N2CCC(CO)CC2)n1,emolecules,0.675686709,,,,,1.567379308,True,Cc1nc(-c2ccncc2)cc(N2CCC(CO)CC2)n1,c1cc(-c2cc(N3CCCCC3)ncn2)ccn1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,train,1,1,0,1,-0.891692599,1.0
Mol2982,44506016,CN(c1nc2ccccc2o1)C1CCN(C2CCOCC2)CC1,emolecules,2.641865592,,,,,2.067584114,True,CN(c1nc2ccccc2o1)C1CCN(C2CCOCC2)CC1,c1ccc2oc(NC3CCN(C4CCOCC4)CC3)nc2c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,0,0,1,0.5742814779999996,0.0
Mol2983,49945456,Cc1c(C(=O)Nc2cnccn2)cccc1-c1ccccn1,emolecules,0.675686709,,,,,2.695383599,True,Cc1c(C(=O)Nc2cnccn2)cccc1-c1ccccn1,O=C(Nc1cnccn1)c1cccc(-c2ccccn2)c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,1,0,1,-2.0196968899999996,1.0
Mol2984,3344400,Cc1cc(C)c(S(=O)(=O)Nc2ccccc2)c(C)c1,emolecules,2.136016249,,,,,3.618827244,True,Cc1cc(C)c(S(=O)(=O)Nc2ccccc2)c(C)c1,O=S(=O)(Nc1ccccc1)c1ccccc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,0,0,1,-1.4828109950000004,0.0
Mol2985,42924581,Cc1cccc(C)c1NCc1noc(C2CC2)n1,emolecules,2.308321055,,,,,3.186112058,True,Cc1cccc(C)c1NCc1noc(C2CC2)n1,c1ccc(NCc2noc(C3CC3)n2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,4,0,0,1,-0.877791003,0.0
Mol2986,75542269,CN1CCN(c2ccc3nc(-c4cc(C(C)(C)C)c(OCCCC(=O)NCCCN=[N+]=[N-])c(C(C)(C)C)c4)[nH]c3c2)CC1,emolecules,2.248341157,,,,,2.326528383,True,CN1CCN(c2ccc3nc(-c4cc(C(C)(C)C)c(OCCCC(=O)NCCCN=[N+]=[N-])c(C(C)(C)C)c4)[nH]c3c2)CC1,c1ccc(-c2nc3ccc(N4CCNCC4)cc3[nH]2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,not_in_hlm_endpoint,train,3,0,0,1,-0.07818722599999983,0.0
Mol2987,36911529,Cc1cc(CSCc2ccc(C#N)cc2)no1,emolecules,1.88295691,,,,,3.002342769,True,Cc1cc(CSCc2ccc(C#N)cc2)no1,c1ccc(CSCc2ccon2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,train,3,0,0,1,-1.119385859,0.0
Mol2988,308434,CCN1CCC(Oc2ncnc3c2c(C)c(C)n3C2CCCCC2)CC1,emolecules,1.500785173,,,,,2.860599702,True,CCN1CCC(Oc2ncnc3c2c(C)c(C)n3C2CCCCC2)CC1,c1nc(OC2CCNCC2)c2ccn(C3CCCCC3)c2n1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,0,0,1,-1.359814529,1.0
Mol2989,42873759,COc1ccc2c(c1)CCCN(C(=O)NCCc1ccccn1)C2,emolecules,2.241608732,,,,,3.144810126,True,COc1ccc2c(c1)CCCN(C(=O)NCCc1ccccn1)C2,O=C(NCCc1ccccn1)N1CCCc2ccccc2C1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,0,0,1,-0.9032013939999999,0.0
Mol2990,48218750,CN1C(=O)c2ccc(C(=O)N(CC3CCCCC3)C3CC3)cc2C1=O,emolecules,2.089809768,,,,,3.414878461,True,CN1C(=O)c2ccc(C(=O)N(CC3CCCCC3)C3CC3)cc2C1=O,O=C1NC(=O)c2cc(C(=O)N(CC3CCCCC3)C3CC3)ccc21,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,0,0,0,1,-1.325068693,0.0
Mol2991,3691947,CCOc1ccc(NC(=O)c2ccc3c(c2)NC(=O)CO3)cc1,emolecules,0.675686709,,,,,2.661793762,True,CCOc1ccc(NC(=O)c2ccc3c(c2)NC(=O)CO3)cc1,O=C1COc2ccc(C(=O)Nc3ccccc3)cc2N1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,0,1,0,1,-1.9861070529999998,1.0
Mol2992,48875382,COc1c(C)cnc(Cn2cc(C#CCC(C)(C)O)c3c(Cl)nc(N)nc32)c1C,emolecules,1.7648722,,,,,2.159945156,True,COc1c(C)cnc(Cn2cc(C#CCC(C)(C)O)c3c(Cl)nc(N)nc32)c1C,c1ccc(Cn2ccc3cncnc32)nc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,0,0,0,1,-0.39507295600000014,0.0
Mol2993,36367197,CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,emolecules,1.958442761,,,,,2.561770861,True,CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,c1ccc(-c2cnc3ccc(NCC4CCNCC4)nn23)cc1,1,CF3-containing,3,1,0.10344827586206896,1,3,0,0,1,0,0,0,0,3,0,0,0,0,3,0,3,3,2.0,2.0,0,0,0,-0.1323071773328655,-0.1323071773328655,-0.1323071773328655,0.5725966515407591,4.0,0.0,,,,-0.0,train,train,0,0,0,1,-0.6033280999999999,0.0
Mol2994,352418,COc1cccc(CN2CCc3nc(-c4cnc(C)cn4)nc(O)c3C2)c1,emolecules,0.675686709,,,,,1.582256592,True,COc1cccc(CN2CCc3nc(-c4cnc(C)cn4)nc(O)c3C2)c1,c1ccc(CN2CCc3nc(-c4cnccn4)ncc3C2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,not_in_hlm_endpoint,train,1,1,0,1,-0.906569883,1.0
Mol2995,7574017,O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1,emolecules,1.784759895,,,,,2.571648283,True,O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1,O=C(NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccccc1,1,aryl-F without CF3,1,1,0.034482758620689655,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,6.0,6.0,0,0,0,-0.20701171545297575,-0.20701171545297575,-0.20701171545297575,0.12275661640000424,3.0,0.0,,,,-0.0,train,train,2,0,0,1,-0.7868883879999999,0.0
Mol2996,49033672,O=C(Nc1cnn(-c2ncccn2)c1)C1CCCCC1,emolecules,0.675686709,,,,,1.863905495,True,O=C(Nc1cnn(-c2ncccn2)c1)C1CCCCC1,O=C(Nc1cnn(-c2ncccn2)c1)C1CCCCC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,0,1,0,1,-1.188218786,1.0
Mol2997,82732189,O=C(c1ccc(-c2ccncc2)cc1)N1CCC(F)(F)CC1,emolecules,0.675686709,,,,,1.635664665,True,O=C(c1ccc(-c2ccncc2)cc1)N1CCC(F)(F)CC1,O=C(c1ccc(-c2ccncc2)cc1)N1CCCCC1,1,CF2-containing,2,1,0.09090909090909091,1,2,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4.0,4.0,0,0,0,-0.20675074747266325,-0.20675074747266325,-0.20675074747266325,0.2510678138358696,4.0,0.0,,,,-0.0,train,train,4,1,0,1,-0.9599779559999999,1.0
Mol2998,42500441,Cc1cc(-n2nc(C)cc2N)nc(C)n1,emolecules,1.770380657,,,,,2.096068404,True,Cc1cc(-n2nc(C)cc2N)nc(C)n1,c1cnn(-c2ccncn2)c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,4,0,0,1,-0.3256877469999999,0.0
Mol2999,177442997,Cc1cc(-c2cccc3ccnn23)nc(N2CCCC2)n1,emolecules,2.087430008,,,,,3.203646343,True,Cc1cc(-c2cccc3ccnn23)nc(N2CCCC2)n1,c1cc(-c2ccnc(N3CCCC3)n2)n2nccc2c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,0,0,1,-1.1162163349999998,0.0
Mol3000,45653642,COc1ncccc1CNc1c(C#N)cnc2c(C)cc(F)cc12,emolecules,2.192057039,,,,,3.095621898,True,COc1ncccc1CNc1c(C#N)cnc2c(C)cc(F)cc12,c1cncc(CNc2ccnc3ccccc23)c1,1,aryl-F without CF3,1,1,0.041666666666666664,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,5.0,5.0,0,0,0,-0.20697448028114723,-0.20697448028114723,-0.20697448028114723,0.12380330391037486,3.0,0.0,,,,-0.0,train,train,0,0,0,1,-0.9035648590000003,0.0
Mol3001,303972709,N=C(N)NCCCCC(=O)Nc1ccc(C[C@H](NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccccc2)C(=O)O)cc1,emolecules,0.675686709,,,,,1.027920136,True,N=C(N)NCCCCC(=O)Nc1ccc(C[C@H](NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccccc2)C(=O)O)cc1,O=C(NCCc1ccccc1)[C@@H]1CCCN1S(=O)(=O)c1ccccc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,not_in_hlm_endpoint,train,2,1,1,1,-0.35223342700000004,1.0
Mol3002,43283797,O=C(NC[C@]1(O)CCN(Cc2cscn2)C[C@H]1O)c1c[nH]cn1,emolecules,0.675686709,,,,,1.629083246,True,O=C(NC[C@]1(O)CCN(Cc2cscn2)C[C@H]1O)c1c[nH]cn1,O=C(NCC1CCN(Cc2cscn2)CC1)c1c[nH]cn1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,1,0,1,-0.9533965369999999,1.0
Mol3003,49963476,N#CCNC(=O)c1ccc(C#N)c(Cl)c1,emolecules,0.675686709,,,,,1.027920136,True,N#CCNC(=O)c1ccc(C#N)c(Cl)c1,c1ccccc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,0,1,1,1,-0.35223342700000004,1.0
Mol3004,48830334,Cc1ccnc2[nH]c(CSCc3ccccc3)nc12,emolecules,1.926254961,,,,,2.810902938,True,Cc1ccnc2[nH]c(CSCc3ccccc3)nc12,c1ccc(CSCc2nc3cccnc3[nH]2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,4,0,0,1,-0.884647977,0.0
Mol3005,37595623,CCCN(C(=O)c1ccccc1N)C(C)C,emolecules,0.675686709,,,,,2.533638624,True,CCCN(C(=O)c1ccccc1N)C(C)C,c1ccccc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,0,1,0,1,-1.857951915,1.0
Mol3006,45696959,CC(C)(C)OC(=O)N1CCCN1C(=O)c1cc2cc(Cl)ccc2[nH]1,emolecules,1.673849977,,,,,2.836996561,True,CC(C)(C)OC(=O)N1CCCN1C(=O)c1cc2cc(Cl)ccc2[nH]1,O=C(c1cc2ccccc2[nH]1)N1CCCN1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,train,3,0,0,1,-1.163146584,0.0
Mol3007,31507640,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,emolecules,0.881384657,,,,,1.346613012,True,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,O=C(c1ccccc1)c1c[nH]c2ncccc12,1,aryl-F without CF3,2,1,0.07407407407407407,2,1,2,0,0,0,0,0,2,0,0,2,1,0,0,1,0,1,3.0,3.5,0,0,0,-0.20490999854253894,-0.20607615908949933,-0.20374383799557857,0.14895581165113278,3.0,0.0,,,,1.0,train,train,4,0,0,1,-0.4652283549999999,1.0
Mol3008,3608963,COc1ccc2c(c1)C(=O)N(c1ccc(C)cc1)C(=O)C2,emolecules,1.47424541,,,,,2.566113271,True,COc1ccc2c(c1)C(=O)N(c1ccc(C)cc1)C(=O)C2,O=C1Cc2ccccc2C(=O)N1c1ccccc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,not_in_hlm_endpoint,train,3,0,0,1,-1.0918678609999999,1.0
Mol3009,Z2736607975,CC(C)NC(=O)CN(C#N)c1ccccc1,enamineHTS,0.675686709,,,,,1.027920136,True,CC(C)NC(=O)CN(C#N)c1ccccc1,c1ccccc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,0,1,1,1,-0.35223342700000004,1.0
Mol3010,39362704,Cc1cc(CO)nc(N2CCCCC2)n1,emolecules,1.426625106,,,,,2.053754341,True,Cc1cc(CO)nc(N2CCCCC2)n1,c1cnc(N2CCCCC2)nc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,0,0,0,1,-0.627129235,1.0
Mol3011,48244105,N#CCCn1ncnc1-c1cccc(C#N)c1,emolecules,0.675686709,,,,,1.027920136,True,N#CCCn1ncnc1-c1cccc(C#N)c1,c1ccc(-c2ncn[nH]2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,2,1,1,1,-0.35223342700000004,1.0
Mol3012,11970988,O=c1[nH]c2ccccc2n1C1CCN(Cc2nc(-c3cccs3)no2)CC1,emolecules,1.056828653,,,,,2.368668004,True,O=c1[nH]c2ccccc2n1C1CCN(Cc2nc(-c3cccs3)no2)CC1,O=c1[nH]c2ccccc2n1C1CCN(Cc2nc(-c3cccs3)no2)CC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,train,0,0,0,1,-1.311839351,1.0
Mol3013,11837734,O=C(COCc1nc2ccccc2s1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,emolecules,1.8360328,,,,,3.010513658,True,O=C(COCc1nc2ccccc2s1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,O=C(COCc1nc2ccccc2s1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,test,2,0,0,1,-1.174480858,0.0
Mol3014,11838926,O=C(CCn1ccc2ccccc21)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,emolecules,2.429332313,,,,,3.736240288,True,O=C(CCn1ccc2ccccc21)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,O=C(CCn1ccc2ccccc21)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,3,0,0,1,-1.3069079749999997,0.0
Mol3015,50896833,CNc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(C[C@H]3OC[C@H](N)CO3)c2n1,emolecules,0.675686709,,,,,2.229894203,True,CNc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(C[C@H]3OC[C@H](N)CO3)c2n1,O=c1c(-c2ccc(-c3ccccn3)cc2)cc2cncnc2n1CC1OCCCO1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,3,1,0,1,-1.5542074940000001,1.0
Mol3016,31592812,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,emolecules,2.122406886,,,,,2.084995734,True,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,O=C1COc2ccc(Nc3ccnc(Nc4ccccc4)n3)nc2N1,1,aryl-F without CF3,1,1,0.029411764705882353,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,3.0,3.0,0,1,0,-0.20117482934950331,-0.20117482934950331,-0.20117482934950331,0.18376824435642578,3.0,0.0,,,,-0.0,train,train,4,0,0,1,0.03741115199999978,0.0
Mol3017,44689103,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1,emolecules,0.869173027,,,,,1.504959933,True,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1,c1ccc(OCc2cccc(-c3ccccc3)c2)cc1,1,CF3-containing,3,1,0.09375,1,3,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,10.0,10.0,0,0,0,-0.16613754321742047,-0.16613754321742047,-0.16613754321742047,0.41591021979082904,4.0,0.0,,,,-0.0,train,test,1,0,0,1,-0.6357869060000001,1.0
Mol3018,43667634,Cc1cccc(CNC(=O)Cn2c(=O)oc3cccnc32)c1,emolecules,0.675686709,,,,,1.027920136,True,Cc1cccc(CNC(=O)Cn2c(=O)oc3cccnc32)c1,O=C(Cn1c(=O)oc2cccnc21)NCc1ccccc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,3,1,1,1,-0.35223342700000004,1.0
Mol3019,42922655,Cc1ncsc1CCN1C(=O)NC2(CCCC2)C1=O,emolecules,0.675686709,,,,,2.235679919,True,Cc1ncsc1CCN1C(=O)NC2(CCCC2)C1=O,O=C1NC2(CCCC2)C(=O)N1CCc1cncs1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,3,1,0,1,-1.5599932099999998,1.0
Mol3020,414764,Cc1c(C(=O)NCCc2cc3nc(-c4ccco4)ccn3n2)cnn1C,emolecules,1.46169357,,,,,2.237995893,True,Cc1c(C(=O)NCCc2cc3nc(-c4ccco4)ccn3n2)cnn1C,O=C(NCCc1cc2nc(-c3ccco3)ccn2n1)c1cn[nH]c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,0,0,1,-0.7763023229999999,1.0
Mol3021,48249390,CN(C)Cc1ccnc(NC(=O)c2ccsc2)c1,emolecules,0.82445127,,,,,2.598863795,True,CN(C)Cc1ccnc(NC(=O)c2ccsc2)c1,O=C(Nc1ccccn1)c1ccsc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,0,0,0,1,-1.7744125250000002,1.0
Mol3022,2571189,N#Cc1nc(-c2ccccc2)oc1NCc1ccc2c(c1)OCO2,emolecules,2.318165633,,,,,2.849160111,True,N#Cc1nc(-c2ccccc2)oc1NCc1ccc2c(c1)OCO2,c1ccc(-c2ncc(NCc3ccc4c(c3)OCO4)o2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,train,0,0,0,1,-0.5309944780000002,0.0
Mol3023,53749541,Clc1ccc(CSc2nc(-c3ccccc3)cs2)cn1,emolecules,2.344101337,,,,,3.354011769,True,Clc1ccc(CSc2nc(-c3ccccc3)cs2)cn1,c1ccc(-c2csc(SCc3cccnc3)n2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,1,0,0,1,-1.0099104319999999,0.0
Mol3024,48277516,Cc1nn(C)c(C)c1CNc1ccc(N2CCN(C)CC2)nc1,emolecules,0.675686709,,,,,1.027920136,True,Cc1nn(C)c(C)c1CNc1ccc(N2CCN(C)CC2)nc1,c1n[nH]cc1CNc1ccc(N2CCNCC2)nc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,2,1,1,1,-0.35223342700000004,1.0
Mol3025,5799439,CN1N=C(SCc2ccc(Cl)cc2Cl)Sc2c1cnn(C)c2=O,emolecules,2.13664448,,,,,3.276576911,True,CN1N=C(SCc2ccc(Cl)cc2Cl)Sc2c1cnn(C)c2=O,O=c1[nH]ncc2c1SC(SCc1ccccc1)=NN2,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,0,0,0,1,-1.1399324309999996,0.0
